YEAR,MES,DIA,HORA,MINUTO,Temperatura,Humedad_Relativa,Presion_hPa
2012,1,15,19,0,25.2,96.8,1015.239
2012,1,15,20,0,25.3,96.9,1014.807
2012,1,15,21,0,25.2,97,1014.706
2012,1,15,22,0,25.3,96.8,1014.8
2012,1,15,23,0,25.1,96.9,1015.332
2012,1,16,0,0,24.9,97,1015.614
2012,1,16,1,0,24.9,96.9,1015.819
2012,1,16,2,0,24.9,96.9,1016.023
2012,1,16,3,0,24.8,97,1016.224
2012,1,16,4,0,24.7,97.2,1016.339
2012,1,16,5,0,24.7,97,1016.231
2012,1,16,6,0,24.4,97.2,1016.019
2012,1,16,7,0,24.4,97.3,1015.121
2012,1,16,8,0,24.5,97.1,1014.848
2012,1,16,9,0,24.7,96.9,1014.471
2012,1,16,10,0,24.6,96.7,1014.785
2012,1,16,11,0,24.9,96,1015.236
2012,1,16,12,0,25,95.6,1015.853
2012,1,16,13,0,25.1,95.4,1016.791
2012,1,16,14,0,24.7,96.2,1017.095
2012,1,16,15,0,24.6,96.3,1017.332
2012,1,16,16,0,24.3,96.3,1016.792
2012,1,16,17,0,24.4,96.1,1016.325
2012,1,16,18,0,24.3,96.6,1015.266
2012,1,16,19,0,24.3,96.7,1014.512
2012,1,16,20,0,24.5,96.8,1013.835
2012,1,16,21,0,24.6,96.6,1013.73
2012,1,16,22,0,24.9,96.4,1013.636
2012,1,16,23,0,25,96.5,1014.342
2012,1,17,0,0,25,96.5,1014.715
2012,1,17,1,0,25.1,96.5,1015.064
2012,1,17,2,0,25.1,96.6,1015.361
2012,1,17,3,0,25.1,96.6,1015.808
2012,1,17,4,0,24.9,96.8,1015.296
2012,1,17,5,0,24.9,96.9,1015.342
2012,1,17,6,0,24.5,97.5,1015.122
2012,1,17,7,0,24.5,97.4,1014.364
2012,1,17,8,0,24.6,97,1014.177
2012,1,17,9,0,24.7,96.5,1014.319
2012,1,17,10,0,25.1,95.3,1014.258
2012,1,17,11,0,25,95.1,1014.794
2012,1,17,12,0,25.2,95,1015.664
2012,1,17,13,0,25.1,94.9,1016.326
2012,1,17,14,0,24.8,95.6,1016.813
2012,1,17,15,0,24.8,95.6,1016.989
2012,1,17,16,0,24.9,95.6,1016.284
2012,1,17,17,0,25,95.5,1015.624
2012,1,17,18,0,25.1,95.4,1014.508
2012,1,17,19,0,25.1,95.5,1013.574
2012,1,17,20,0,25.1,95.5,1013.116
2012,1,17,21,0,25.1,95.4,1013.026
2012,1,17,22,0,25.3,94.8,1013.009
2012,1,17,23,0,25.3,94.7,1013.799
2012,1,18,0,0,25.3,94.5,1013.713
2012,1,18,1,0,25.3,94.4,1014.369
2012,1,18,2,0,25.3,94.4,1014.622
2012,1,18,3,0,25.3,94.5,1014.769
2012,1,18,4,0,25.2,94.6,1014.742
2012,1,18,5,0,25.1,94.8,1014.456
2012,1,18,6,0,25,95.1,1013.867
2012,1,18,7,0,24.8,95.3,1013.226
2012,1,18,8,0,24.6,95.5,1012.902
2012,1,18,9,0,24.5,95.8,1012.97
2012,1,18,10,0,24.3,96,1013.282
2012,1,18,11,0,24.1,96.4,1013.629
2012,1,18,12,0,24.1,96.5,1014.131
2012,1,18,13,0,24.1,96.5,1014.833
2012,1,18,14,0,24.3,96.2,1015.121
2012,1,18,15,0,24.4,96,1015.463
2012,1,18,16,0,24.5,95.9,1014.956
2012,1,18,17,0,24.6,95.9,1014.239
2012,1,18,18,0,24.6,95.9,1013.174
2012,1,18,19,0,24.6,96,1012.532
2012,1,18,20,0,24.6,96.1,1012.196
2012,1,18,21,0,24.6,96.2,1011.483
2012,1,18,22,0,24.9,96.4,1012.142
2012,1,18,23,0,24.9,96.4,1012.189
2012,1,19,0,0,25,96.3,1012.299
2012,1,19,1,0,24.9,96.2,1012.488
2012,1,19,2,0,24.9,96.2,1013.079
2012,1,19,3,0,24.9,96.2,1013.616
2012,1,19,4,0,24.8,96.4,1013.257
2012,1,19,5,0,24.7,96.5,1013.193
2012,1,19,6,0,24.7,96.6,1012.862
2012,1,19,7,0,24.5,96.7,1012.549
2012,1,19,8,0,24.2,97.1,1012.181
2012,1,19,9,0,24.3,96.9,1012.137
2012,1,19,10,0,24.2,97,1012.129
2012,1,19,11,0,24.4,96.7,1012.872
2012,1,19,12,0,24.5,96.4,1013.67
2012,1,19,13,0,24.6,96,1014.444
2012,1,19,14,0,24.7,95.7,1014.681
2012,1,19,15,0,24.8,95.7,1014.518
2012,1,19,16,0,24.8,95.5,1014.337
2012,1,19,17,0,24.9,95.5,1013.702
2012,1,19,18,0,24.9,95.5,1012.699
2012,1,19,19,0,24.9,95.6,1011.856
2012,1,19,20,0,24.9,95.7,1011.275
2012,1,19,21,0,24.9,95.8,1011.229
2012,1,19,22,0,25,95.7,1011.625
2012,1,19,23,0,25.1,95.5,1011.988
2012,1,20,0,0,25.2,95.1,1012.588
2012,1,20,1,0,25.2,95,1012.575
2012,1,20,2,0,25.2,95,1012.856
2012,1,20,3,0,25.1,95.1,1013.457
2012,1,20,4,0,25.1,95.2,1013.456
2012,1,20,5,0,25,95.2,1012.917
2012,1,20,6,0,24.9,95.3,1013.031
2012,1,20,7,0,24.9,95.3,1012.466
2012,1,20,8,0,24.8,95.4,1012.116
2012,1,20,9,0,24.8,95.4,1012.005
2012,1,20,10,0,24.8,95.4,1012.41
2012,1,20,11,0,24.7,95.5,1012.644
2012,1,20,12,0,24.8,95.2,1013.871
2012,1,20,13,0,25,94.9,1014.83
2012,1,20,14,0,25,95,1015.236
2012,1,20,15,0,25,95,1015.496
2012,1,20,16,0,25.1,95,1015.019
2012,1,20,17,0,25.2,95.2,1014.341
2012,1,20,18,0,25.2,95.2,1013.361
2012,1,20,19,0,25.2,95.2,1012.471
2012,1,20,20,0,25.2,95.2,1012.268
2012,1,20,21,0,25.2,95.2,1012.218
2012,1,20,22,0,25.2,94.9,1012.52
2012,1,20,23,0,25.2,94.7,1012.671
2012,1,21,0,0,25.2,94.7,1013.192
2012,1,21,1,0,25.2,94.6,1013.639
2012,1,21,2,0,25.1,94.6,1013.628
2012,1,21,3,0,25.2,94.6,1014.032
2012,1,21,4,0,25.1,94.7,1013.906
2012,1,21,5,0,25,94.9,1013.902
2012,1,21,6,0,24.9,95.3,1013.365
2012,1,21,7,0,24.7,95.5,1012.863
2012,1,21,8,0,24.5,95.9,1012.719
2012,1,21,9,0,24.5,95.9,1012.657
2012,1,21,10,0,24.3,96,1012.639
2012,1,21,11,0,24.1,96.5,1013.046
2012,1,21,12,0,23.9,96.9,1014.206
2012,1,21,13,0,23.8,96.9,1014.954
2012,1,21,14,0,23.9,96.9,1015.136
2012,1,21,15,0,23.9,96.8,1015.238
2012,1,21,16,0,24.1,96.7,1014.609
2012,1,21,17,0,24.3,96.2,1013.872
2012,1,21,18,0,24.4,96,1013.178
2012,1,21,19,0,24.4,96.1,1012.139
2012,1,21,20,0,24.4,96.3,1011.629
2012,1,21,21,0,24.5,96.4,1011.592
2012,1,21,22,0,24.6,97,1011.266
2012,1,21,23,0,24.6,96.9,1012.021
2012,1,22,0,0,24.7,96.9,1011.826
2012,1,22,1,0,24.9,96.6,1012.38
2012,1,22,2,0,24.9,96.5,1012.708
2012,1,22,3,0,24.9,96.4,1013.049
2012,1,22,4,0,24.8,96.7,1012.974
2012,1,22,5,0,24.3,96.7,1012.898
2012,1,22,6,0,24.1,96.9,1012.666
2012,1,22,7,0,23.8,97.3,1012.196
2012,1,22,8,0,23.9,97.3,1011.938
2012,1,22,9,0,23.9,97.3,1012.436
2012,1,22,10,0,23.9,97.2,1012.491
2012,1,22,11,0,24.1,96.7,1012.657
2012,1,22,12,0,23.9,96.9,1013.576
2012,1,22,13,0,23.8,97.2,1014.121
2012,1,22,14,0,24,96.8,1014.602
2012,1,22,15,0,24.1,96.6,1014.378
2012,1,22,16,0,24.2,96.6,1013.929
2012,1,22,17,0,24.3,96.4,1013.319
2012,1,22,18,0,24.4,96.4,1012.502
2012,1,22,19,0,24.6,96.3,1011.832
2012,1,22,20,0,24.6,96.4,1011.189
2012,1,22,21,0,24.6,96.5,1011.194
2012,1,22,22,0,24.6,97.3,1011.046
2012,1,22,23,0,24.5,97.2,1011.394
2012,1,23,0,0,24.6,97,1011.766
2012,1,23,1,0,24.6,96.9,1012.386
2012,1,23,2,0,24.6,97,1012.625
2012,1,23,3,0,24.5,97.1,1012.508
2012,1,23,4,0,24.5,97.2,1012.702
2012,1,23,5,0,24.3,97.4,1012.501
2012,1,23,6,0,23.9,97.6,1012.364
2012,1,23,7,0,23.8,97.1,1011.828
2012,1,23,8,0,23.9,97,1011.791
2012,1,23,9,0,23.9,97,1011.948
2012,1,23,10,0,24,97,1011.944
2012,1,23,11,0,24.1,96.6,1012.577
2012,1,23,12,0,24.3,96.4,1012.906
2012,1,23,13,0,24.4,96.2,1013.71
2012,1,23,14,0,24.4,96.6,1013.884
2012,1,23,15,0,24.4,96.7,1013.581
2012,1,23,16,0,24.4,96.8,1013.294
2012,1,23,17,0,24.4,96.8,1012.786
2012,1,23,18,0,24.5,96.9,1011.909
2012,1,23,19,0,24.5,97,1011.116
2012,1,23,20,0,24.5,97,1010.804
2012,1,23,21,0,24.4,97.1,1010.516
2012,1,23,22,0,24.4,97.1,1010.775
2012,1,23,23,0,24.3,97.1,1011.109
2012,1,24,0,0,24.3,97.1,1011.13
2012,1,24,1,0,24.4,96.9,1011.731
2012,1,24,2,0,24.5,96.8,1012.029
2012,1,24,3,0,24.5,96.7,1012.466
2012,1,24,4,0,24.4,97,1012.534
2012,1,24,5,0,24.4,96.9,1012.361
2012,1,24,6,0,24,97.3,1011.784
2012,1,24,7,0,23.7,97.3,1011.188
2012,1,24,8,0,23.8,97,1010.84
2012,1,24,9,0,24,96.6,1011.292
2012,1,24,10,0,24.3,96.8,1011.485
2012,1,24,11,0,23.8,97.4,1012.101
2012,1,24,12,0,23.5,97.9,1013.091
2012,1,24,13,0,23.5,98,1014.137
2012,1,24,14,0,23.5,97.8,1014.504
2012,1,24,15,0,24,96.4,1014.599
2012,1,24,16,0,24.1,96.5,1014.212
2012,1,24,17,0,24.3,96.3,1013.949
2012,1,24,18,0,24.5,96.1,1013.179
2012,1,24,19,0,24.2,96.5,1012.339
2012,1,24,20,0,24.3,96.6,1011.769
2012,1,24,21,0,24.3,96.7,1011.596
2012,1,24,22,0,24.3,96.9,1011.851
2012,1,24,23,0,24.4,96.7,1012.116
2012,1,25,0,0,24.5,96.7,1012.558
2012,1,25,1,0,24.6,96.4,1013.123
2012,1,25,2,0,24.8,96.1,1013.741
2012,1,25,3,0,24.6,96.6,1014.016
2012,1,25,4,0,24.6,96.2,1014.002
2012,1,25,5,0,24.2,96.7,1013.858
2012,1,25,6,0,24.1,96.5,1013.434
2012,1,25,7,0,24.3,96.2,1013.121
2012,1,25,8,0,24.4,95.8,1012.715
2012,1,25,9,0,24.5,95.9,1012.779
2012,1,25,10,0,24.9,94.7,1013.244
2012,1,25,11,0,25.1,94.4,1013.432
2012,1,25,12,0,25.2,94.4,1014.071
2012,1,25,13,0,25.3,94.3,1014.928
2012,1,25,14,0,25.2,94.8,1015.529
2012,1,25,15,0,25,94.9,1015.732
2012,1,25,16,0,24.8,95.1,1015.331
2012,1,25,17,0,24.6,95.5,1014.714
2012,1,25,18,0,24.5,95.9,1013.474
2012,1,25,19,0,24.3,96.4,1012.917
2012,1,25,20,0,24.3,96.6,1012.156
2012,1,25,21,0,24.4,96.3,1012.213
2012,1,25,22,0,24.2,96.8,1012.154
2012,1,25,23,0,24.2,96.8,1012.382
2012,1,26,0,0,24.3,96.7,1012.92
2012,1,26,1,0,24.4,96.3,1013.303
2012,1,26,2,0,24.6,95.9,1013.77
2012,1,26,3,0,24.7,95.6,1013.489
2012,1,26,4,0,24.9,95.1,1013.383
2012,1,26,5,0,25.1,94.6,1013.052
2012,1,26,6,0,25,94.5,1012.836
2012,1,26,7,0,25,94.3,1012.171
2012,1,26,8,0,25,94.1,1012.122
2012,1,26,9,0,25,94,1012.247
2012,1,26,10,0,24.8,94,1012.668
2012,1,26,11,0,24.7,94.1,1012.926
2012,1,26,12,0,24.7,94.1,1014.151
2012,1,26,13,0,24.8,94.1,1014.469
2012,1,26,14,0,24.7,94.7,1014.706
2012,1,26,15,0,24.7,94.9,1014.593
2012,1,26,16,0,24.7,95,1014.336
2012,1,26,17,0,24.7,95.2,1013.64
2012,1,26,18,0,24.8,95,1012.923
2012,1,26,19,0,24.8,95,1011.856
2012,1,26,20,0,24.6,95.4,1011.469
2012,1,26,21,0,24.4,95.8,1011.449
2012,1,26,22,0,24.8,95.9,1011.92
2012,1,26,23,0,24.7,96.1,1012.194
2012,1,27,0,0,24.6,96.1,1012.442
2012,1,27,1,0,24.6,96.1,1012.351
2012,1,27,2,0,24.7,96.2,1012.848
2012,1,27,3,0,24.7,96.1,1013.137
2012,1,27,4,0,24.8,96,1012.972
2012,1,27,5,0,24.7,96,1012.899
2012,1,27,6,0,24.7,96,1012.529
2012,1,27,7,0,24.5,95.9,1012.054
2012,1,27,8,0,24.4,95.8,1011.916
2012,1,27,9,0,24.4,95.8,1012.196
2012,1,27,10,0,24.5,95.2,1012.447
2012,1,27,11,0,24.5,95.2,1013.056
2012,1,27,12,0,24.6,95.1,1013.569
2012,1,27,13,0,24.7,95.1,1014.475
2012,1,27,14,0,24.7,95.2,1014.719
2012,1,27,15,0,24.8,95.2,1014.953
2012,1,27,16,0,24.8,95.4,1014.436
2012,1,27,17,0,24.9,95.6,1013.991
2012,1,27,18,0,24.8,95.9,1012.926
2012,1,27,19,0,24.9,96,1012.256
2012,1,27,20,0,24.8,95.9,1011.593
2012,1,27,21,0,24.8,96,1011.399
2012,1,27,22,0,24.9,96.1,1011.629
2012,1,27,23,0,24.9,96,1012.425
2012,1,28,0,0,25,95.8,1012.722
2012,1,28,1,0,25,95.8,1013.138
2012,1,28,2,0,25,96,1013.594
2012,1,28,3,0,24.9,96.1,1013.997
2012,1,28,4,0,24.7,96.4,1013.623
2012,1,28,5,0,24.5,96.8,1013.684
2012,1,28,6,0,24.3,97,1013.294
2012,1,28,7,0,24.2,97.2,1012.995
2012,1,28,8,0,24.1,97.3,1012.665
2012,1,28,9,0,24.1,97.1,1012.896
2012,1,28,10,0,23.8,97.4,1013.461
2012,1,28,11,0,23.8,97.3,1013.79
2012,1,28,12,0,23.9,97.2,1014.591
2012,1,28,13,0,24,97.1,1015.337
2012,1,28,14,0,24.1,97,1015.855
2012,1,28,15,0,24.4,96.7,1015.732
2012,1,28,16,0,24.6,96.6,1015.549
2012,1,28,17,0,24.7,96.7,1014.788
2012,1,28,18,0,24.7,96.5,1014.046
2012,1,28,19,0,24.7,96.3,1013.291
2012,1,28,20,0,24.6,96.3,1012.717
2012,1,28,21,0,24.6,96.3,1012.354
2012,1,28,22,0,24.7,96,1012.725
2012,1,28,23,0,24.7,95.9,1012.975
2012,1,29,0,0,24.7,95.8,1013.218
2012,1,29,1,0,24.8,95.4,1013.483
2012,1,29,2,0,24.9,95.3,1014.128
2012,1,29,3,0,24.8,95.2,1014.288
2012,1,29,4,0,24.8,95.1,1014.276
2012,1,29,5,0,24.8,95.2,1014.021
2012,1,29,6,0,24.8,95.3,1013.686
2012,1,29,7,0,24.8,95.4,1013.253
2012,1,29,8,0,24.8,95.3,1012.901
2012,1,29,9,0,24.7,95.2,1013.064
2012,1,29,10,0,24.7,94.9,1013.374
2012,1,29,11,0,24.7,95,1013.812
2012,1,29,12,0,24.8,94.9,1014.651
2012,1,29,13,0,24.9,94.7,1015.106
2012,1,29,14,0,25,94.3,1015.707
2012,1,29,15,0,25,94.1,1015.521
2012,1,29,16,0,25.1,93.9,1015.201
2012,1,29,17,0,25.2,94,1014.641
2012,1,29,18,0,25.2,94,1013.722
2012,1,29,19,0,24.9,95,1013.022
2012,1,29,20,0,24.6,95.5,1012.481
2012,1,29,21,0,24.5,95.7,1012.238
2012,1,29,22,0,24.6,95.6,1012.67
2012,1,29,23,0,24.7,95.5,1012.353
2012,1,30,0,0,24.9,95.4,1012.921
2012,1,30,1,0,24.9,95.5,1012.984
2012,1,30,2,0,24.8,95.7,1013.59
2012,1,30,3,0,24.4,95.9,1014.279
2012,1,30,4,0,24.2,96,1014.384
2012,1,30,5,0,24.2,95.9,1014.396
2012,1,30,6,0,24.2,96,1013.764
2012,1,30,7,0,24.4,95.8,1013.364
2012,1,30,8,0,24.5,95.7,1012.931
2012,1,30,9,0,24.5,95.6,1013.078
2012,1,30,10,0,24.5,95.5,1013.115
2012,1,30,11,0,24.1,96,1013.914
2012,1,30,12,0,23.8,96.6,1014.74
2012,1,30,13,0,23.8,96.8,1015.337
2012,1,30,14,0,23.9,96.5,1015.785
2012,1,30,15,0,24.1,96.1,1015.944
2012,1,30,16,0,24.2,95.9,1015.255
2012,1,30,17,0,24.3,95.9,1014.595
2012,1,30,18,0,24.4,95.7,1013.529
2012,1,30,19,0,24.6,95.4,1012.833
2012,1,30,20,0,24.8,95.3,1011.976
2012,1,30,21,0,24.9,95.3,1011.842
2012,1,30,22,0,24.8,95.7,1011.849
2012,1,30,23,0,24.8,95.6,1012.021
2012,1,31,0,0,24.8,95.5,1012.131
2012,1,31,1,0,24.8,95.4,1012.699
2012,1,31,2,0,24.8,95.4,1013.209
2012,1,31,3,0,24.8,95,1013.651
2012,1,31,4,0,24.8,95.2,1013.782
2012,1,31,5,0,24.5,95.9,1013.557
2012,1,31,6,0,24.6,95.8,1013.212
2012,1,31,7,0,24.5,95.8,1012.796
2012,1,31,8,0,24.5,95.9,1012.419
2012,1,31,9,0,24.4,95.8,1012.359
2012,1,31,10,0,24.7,95.3,1012.84
2012,1,31,11,0,24.7,95.4,1013.085
2012,1,31,12,0,24.7,95.3,1014.236
2012,1,31,13,0,24.7,95.4,1014.811
2012,1,31,14,0,24.7,95.6,1014.964
2012,1,31,15,0,24.7,95.5,1015.132
2012,1,31,16,0,24.7,95.6,1014.774
2012,1,31,17,0,24.8,95.6,1014.166
2012,1,31,18,0,24.7,96.1,1013.377
2012,1,31,19,0,24.8,96.1,1012.572
2012,1,31,20,0,24.8,96.3,1011.629
2012,1,31,21,0,24.7,96.4,1011.411
2012,1,31,22,0,24.8,96.1,1011.592
2012,1,31,23,0,24.7,96.3,1011.869
2012,2,1,0,0,24.6,96.5,1012.452
2012,2,1,1,0,24.7,96.4,1012.605
2012,2,1,2,0,24.7,96.4,1013.287
2012,2,1,3,0,24.4,96.9,1013.572
2012,2,1,4,0,24.2,97.2,1013.219
2012,2,1,5,0,24.1,97.4,1012.975
2012,2,1,6,0,23.9,97.5,1012.639
2012,2,1,7,0,24,97.2,1011.909
2012,2,1,8,0,24.3,96.3,1011.806
2012,2,1,9,0,24.5,95.7,1011.804
2012,2,1,10,0,24.6,95.7,1012.503
2012,2,1,11,0,24.6,95.6,1012.711
2012,2,1,12,0,24.7,95.5,1013.707
2012,2,1,13,0,24.8,95.4,1014.101
2012,2,1,14,0,24.9,95.5,1014.414
2012,2,1,15,0,24.9,95.6,1014.426
2012,2,1,16,0,25,95.6,1014.007
2012,2,1,17,0,25,95.5,1013.601
2012,2,1,18,0,24.9,95.7,1012.803
2012,2,1,19,0,24.7,96,1011.871
2012,2,1,20,0,24.6,96.2,1011.217
2012,2,1,21,0,24.5,96.3,1010.881
2012,2,1,22,0,24.7,96.1,1010.936
2012,2,1,23,0,24.7,95.9,1011.109
2012,2,2,0,0,24.8,95.9,1011.322
2012,2,2,1,0,24.8,96.1,1011.826
2012,2,2,2,0,24.8,95.9,1012.396
2012,2,2,3,0,24.8,96,1012.456
2012,2,2,4,0,24.9,95.8,1012.396
2012,2,2,5,0,24.8,95.7,1012.103
2012,2,2,6,0,24.7,95.7,1011.761
2012,2,2,7,0,24.7,95.9,1011.322
2012,2,2,8,0,24.6,95.9,1010.836
2012,2,2,9,0,24.6,96.1,1010.876
2012,2,2,10,0,24.5,95.7,1011.412
2012,2,2,11,0,24.5,95.7,1011.639
2012,2,2,12,0,24.5,95.7,1012.416
2012,2,2,13,0,24.6,95.7,1013.126
2012,2,2,14,0,24.7,95.7,1013.733
2012,2,2,15,0,24.7,95.7,1013.832
2012,2,2,16,0,24.6,95.8,1013.319
2012,2,2,17,0,24.4,96.3,1012.514
2012,2,2,18,0,24.4,96.5,1011.64
2012,2,2,19,0,24.5,96.6,1010.568
2012,2,2,20,0,24.5,96.7,1009.998
2012,2,2,21,0,24.6,96.6,1009.896
2012,2,2,22,0,24.7,96.4,1009.918
2012,2,2,23,0,24.6,96.5,1010.319
2012,2,3,0,0,24.6,96.4,1010.847
2012,2,3,1,0,24.6,96.4,1011.198
2012,2,3,2,0,24.6,96.3,1011.291
2012,2,3,3,0,24.7,96.2,1011.579
2012,2,3,4,0,24.6,96.2,1011.589
2012,2,3,5,0,24.6,96.1,1011.596
2012,2,3,6,0,24.5,96.3,1011.061
2012,2,3,7,0,24.5,96.3,1010.718
2012,2,3,8,0,24.4,96.4,1010.653
2012,2,3,9,0,24.4,96.3,1010.38
2012,2,3,10,0,24.9,95.2,1010.688
2012,2,3,11,0,24.9,95.2,1011.171
2012,2,3,12,0,24.9,95.3,1011.916
2012,2,3,13,0,24.8,95.5,1012.518
2012,2,3,14,0,24.9,95.6,1012.848
2012,2,3,15,0,24.9,96.1,1012.739
2012,2,3,16,0,24.8,96.2,1012.35
2012,2,3,17,0,24.9,96.3,1011.931
2012,2,3,18,0,24.9,96.4,1010.718
2012,2,3,19,0,24.8,96.7,1009.826
2012,2,3,20,0,24.8,96.8,1009.261
2012,2,3,21,0,24.8,96.8,1008.933
2012,2,3,22,0,24.7,97,1009.122
2012,2,3,23,0,24.7,97,1009.22
2012,2,4,0,0,24.8,96.9,1009.854
2012,2,4,1,0,24.9,96.8,1010.349
2012,2,4,2,0,25.1,96.6,1010.988
2012,2,4,3,0,25,96.8,1011.515
2012,2,4,4,0,24.7,97.3,1011.366
2012,2,4,5,0,24.6,97.6,1011.334
2012,2,4,6,0,24.5,97.4,1010.659
2012,2,4,7,0,24.4,97.4,1010.431
2012,2,4,8,0,24.3,97.3,1010.024
2012,2,4,9,0,24.3,97.3,1010.233
2012,2,4,10,0,24.1,97.8,1010.435
2012,2,4,11,0,24.1,97.7,1010.612
2012,2,4,12,0,24.3,97.4,1011.601
2012,2,4,13,0,24.4,97.3,1012.279
2012,2,4,14,0,24.4,97.1,1012.794
2012,2,4,15,0,24.5,96.9,1013.051
2012,2,4,16,0,24.7,96.7,1012.522
2012,2,4,17,0,24.7,96.7,1012.141
2012,2,4,18,0,24.8,96.5,1011.076
2012,2,4,19,0,25,96.3,1010.091
2012,2,4,20,0,25,96.3,1009.702
2012,2,4,21,0,25,96.3,1009.322
2012,2,4,22,0,25.2,96.2,1009.802
2012,2,4,23,0,25.2,96.3,1010.239
2012,2,5,0,0,25.2,96.2,1010.689
2012,2,5,1,0,25.2,96.1,1011.014
2012,2,5,2,0,25.2,96.2,1011.564
2012,2,5,3,0,25.2,96.3,1012.009
2012,2,5,4,0,25.1,96.3,1012.091
2012,2,5,5,0,25,96.3,1011.846
2012,2,5,6,0,24.9,96.4,1011.472
2012,2,5,7,0,24.8,96.5,1010.67
2012,2,5,8,0,24.8,96.6,1010.457
2012,2,5,9,0,24.8,96.6,1010.282
2012,2,5,10,0,24.7,96.9,1011.083
2012,2,5,11,0,24.7,97,1011.042
2012,2,5,12,0,24.8,96.9,1012.157
2012,2,5,13,0,24.9,96.8,1012.766
2012,2,5,14,0,24.9,96.7,1013.24
2012,2,5,15,0,25,96.6,1013.316
2012,2,5,16,0,25.1,96.4,1013.064
2012,2,5,17,0,25.2,96.1,1011.975
2012,2,5,18,0,25.2,96.1,1011.318
2012,2,5,19,0,25.2,96.2,1009.902
2012,2,5,20,0,25.1,96.4,1009.503
2012,2,5,21,0,25.2,96.4,1009.086
2012,2,5,22,0,25,96.9,1009.438
2012,2,5,23,0,25,97,1009.398
2012,2,6,0,0,25,97.1,1010.315
2012,2,6,1,0,25,97.2,1010.689
2012,2,6,2,0,25,97.3,1011.368
2012,2,6,3,0,25,97.3,1011.572
2012,2,6,4,0,25,97.3,1011.771
2012,2,6,5,0,25,97.2,1011.578
2012,2,6,6,0,24.9,97.3,1010.975
2012,2,6,7,0,24.9,97.3,1010.646
2012,2,6,8,0,24.9,97.2,1010.396
2012,2,6,9,0,24.9,97.2,1010.416
2012,2,6,10,0,24.8,97.4,1010.933
2012,2,6,11,0,24.8,97.5,1011.424
2012,2,6,12,0,24.8,97.5,1012.494
2012,2,6,13,0,24.9,97.4,1013.15
2012,2,6,14,0,25,97.4,1013.94
2012,2,6,15,0,25,97.2,1013.802
2012,2,6,16,0,25.1,97.1,1013.498
2012,2,6,17,0,25.1,97.1,1012.564
2012,2,6,18,0,25,97.4,1011.995
2012,2,6,19,0,25.1,97.2,1010.739
2012,2,6,20,0,25,97.2,1010.248
2012,2,6,21,0,25.2,96.8,1009.861
2012,2,6,22,0,25,97.4,1009.872
2012,2,6,23,0,25,97.5,1010.277
2012,2,7,0,0,24.9,97.6,1010.93
2012,2,7,1,0,25,97.7,1011.509
2012,2,7,2,0,25,97.5,1011.9
2012,2,7,3,0,25,97.3,1012.359
2012,2,7,4,0,25,97.3,1012.124
2012,2,7,5,0,24.9,97.7,1012.172
2012,2,7,6,0,24.8,97.8,1011.788
2012,2,7,7,0,24.7,97.9,1011.276
2012,2,7,8,0,24.7,97.9,1010.965
2012,2,7,9,0,24.7,97.9,1010.992
2012,2,7,10,0,24.7,97.9,1011.417
2012,2,7,11,0,24.7,97.8,1011.696
2012,2,7,12,0,24.7,97.8,1012.456
2012,2,7,13,0,24.7,97.7,1013.222
2012,2,7,14,0,24.8,97.6,1013.621
2012,2,7,15,0,24.8,97.4,1013.765
2012,2,7,16,0,25,97.1,1013.33
2012,2,7,17,0,25,97,1013.05
2012,2,7,18,0,24.9,97,1011.788
2012,2,7,19,0,24.9,96.8,1010.814
2012,2,7,20,0,24.9,96.9,1010.074
2012,2,7,21,0,24.8,97,1009.761
2012,2,7,22,0,24.8,97.3,1010.11
2012,2,7,23,0,24.8,97.3,1009.884
2012,2,8,0,0,24.8,97.3,1010.361
2012,2,8,1,0,24.9,97,1010.764
2012,2,8,2,0,24.9,96.8,1011.583
2012,2,8,3,0,24.9,96.8,1012.299
2012,2,8,4,0,24.9,96.8,1012.552
2012,2,8,5,0,24.8,97.2,1012.011
2012,2,8,6,0,24.6,97.5,1011.812
2012,2,8,7,0,24.5,97.7,1011.154
2012,2,8,8,0,24.4,97.7,1010.979
2012,2,8,9,0,24.3,97.8,1010.823
2012,2,8,10,0,24.5,97.8,1011.276
2012,2,8,11,0,24.5,97.8,1011.317
2012,2,8,12,0,24.6,97.6,1012.138
2012,2,8,13,0,24.7,97.6,1012.896
2012,2,8,14,0,24.7,97.6,1013.616
2012,2,8,15,0,24.8,97.5,1013.948
2012,2,8,16,0,24.9,97.5,1013.56
2012,2,8,17,0,25,97.3,1013.017
2012,2,8,18,0,25,97.3,1012.084
2012,2,8,19,0,25,97.3,1011.038
2012,2,8,20,0,24.9,97.3,1010.28
2012,2,8,21,0,24.9,97.4,1009.638
2012,2,8,22,0,24.8,97.4,1010.096
2012,2,8,23,0,24.7,97.7,1010.009
2012,2,9,0,0,24.7,97.7,1010.45
2012,2,9,1,0,24.8,97.8,1010.995
2012,2,9,2,0,24.7,97.9,1011.463
2012,2,9,3,0,24.7,98,1012.04
2012,2,9,4,0,24.7,97.9,1012.274
2012,2,9,5,0,24.7,98,1012.083
2012,2,9,6,0,24.6,98.1,1011.788
2012,2,9,7,0,24.5,98.1,1011.164
2012,2,9,8,0,24.4,98.3,1010.776
2012,2,9,9,0,24.4,98.2,1010.767
